Instance,Algorithm,Order,Iterations,ObjectiveFunctionValue,OptimalValue,Time(ns),SolutionFile
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1000,6027.0,6027.0,75232877,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,10000,6027.0,6027.0,200017734,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,100000,6027.0,6027.0,569914090,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1000000,6027.0,6027.0,3910091712,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1,6132.0,6027.0,10953767,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,10,6081.0,6027.0,15052007,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,100,6034.0,6027.0,32263745,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1000,6027.0,6027.0,73176857,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,10000,6027.0,6027.0,175317691,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,100000,6027.0,6027.0,554706014,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1000000,6027.0,6027.0,3982070459,SetA_9x4S10-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1,6106.0,5976.0,10263726,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,10,6023.0,5976.0,16207908,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,100,5989.0,5976.0,43646153,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1000,5976.0,5976.0,87418294,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,10000,5976.0,5976.0,204303000,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,100000,5976.0,5976.0,651068429,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5976.0,5976.0,4088116967,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1,6124.0,5976.0,10121219,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,10,6071.0,5976.0,15685529,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,100,5976.0,5976.0,34095928,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1000,5976.0,5976.0,76251608,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,10000,5976.0,5976.0,193517036,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,100000,5976.0,5976.0,606386559,SetA_9x4S15-Solution
SetA_9x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5976.0,5976.0,3949485087,SetA_9x4S15-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1,6119.0,5937.0,10206192,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,10,6018.0,5937.0,16655331,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,100,5975.0,5937.0,37435224,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1000,5937.0,5937.0,76713423,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,10000,5937.0,5937.0,186355261,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,100000,5937.0,5937.0,667698865,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5937.0,5937.0,4149752101,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1,6082.0,5937.0,9748581,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,10,6048.0,5937.0,16062392,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,100,5956.0,5937.0,33198818,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1000,5937.0,5937.0,73310682,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,10000,5937.0,5937.0,174681548,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,100000,5937.0,5937.0,603611369,SetA_9x4S20-Solution
SetA_9x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5937.0,5937.0,4090800355,SetA_9x4S20-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1,6033.0,5904.0,11001586,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,10,5936.0,5904.0,16382900,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,100,5939.0,5904.0,37768930,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,5904.0,5904.0,82583769,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,5904.0,5904.0,199785710,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,5904.0,5904.0,650548409,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5904.0,5904.0,4325298323,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1,5987.0,5904.0,10326978,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,10,5955.0,5904.0,15920013,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,100,5904.0,5904.0,33869212,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,5904.0,5904.0,75924861,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,5904.0,5904.0,184734906,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,5904.0,5904.0,633068910,SetA_9x4S30-Solution
SetA_9x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5904.0,5904.0,4370806327,SetA_9x4S30-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1,6139.0,6047.0,10194117,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,10,6066.0,6047.0,14122777,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,100,6056.0,6047.0,30020050,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,6047.0,6047.0,66207885,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,6047.0,6047.0,165979813,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,6047.0,6047.0,556651461,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,6047.0,6047.0,3445839633,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1,6153.0,6047.0,10288650,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,10,6047.0,6047.0,15516319,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,100,6047.0,6047.0,30435507,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,6047.0,6047.0,70077327,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,6047.0,6047.0,167461116,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,6047.0,6047.0,537550701,SetA_9x4S5-Solution
SetA_9x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,6047.0,6047.0,3391258905,SetA_9x4S5-Solution
